vereador	nome_oficial	nome_urna	partido	cidade	ano	votos	status_match	score_nome	arquivo	link
IDUIGUES FERREIRA MARTINS	IDUIGUES FERREIRA MARTINS	IDUIGUES MARTINS	PT	MOGI DAS CRUZES	2024	1078	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_iduigues_ferreira_martins_mogi_das_cruzes_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_iduigues_ferreira_martins_mogi_das_cruzes_2024.html
MARIA LUIZA FERNANDES	MARIA LUIZA FERNANDES	MALU FERNANDES	PL	MOGI DAS CRUZES	2024	3868	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_maria_luiza_fernandes_mogi_das_cruzes_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_maria_luiza_fernandes_mogi_das_cruzes_2024.html
MAURO LUIS CLAUDINO DE ARAÚJO	MAURO LUIS CLAUDINO DE ARAÚJO	MAURO ARAÚJO	MDB	MOGI DAS CRUZES	2024	957	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_mauro_luis_claudino_de_araujo_mogi_das_cruzes_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_mauro_luis_claudino_de_araujo_mogi_das_cruzes_2024.html
OSVALDO ANTONIO DA SILVA	OSVALDO ANTONIO DA SILVA	OSVALDO SILVA	REPUBLICANOS	MOGI DAS CRUZES	2024	1330	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_osvaldo_antonio_da_silva_mogi_das_cruzes_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_osvaldo_antonio_da_silva_mogi_das_cruzes_2024.html
PEDRO HIDEKI KOMURA	PEDRO HIDEKI KOMURA	PEDRO KOMURA	UNIÃO	MOGI DAS CRUZES	2024	982	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_pedro_hideki_komura_mogi_das_cruzes_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_pedro_hideki_komura_mogi_das_cruzes_2024.html
PRISCILA YAMAGAMI KAHLER	PRISCILA YAMAGAMI KAHLER	PRISCILA YAMAGAMI	PP	MOGI DAS CRUZES	2024	768	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_priscila_yamagami_kahler_mogi_das_cruzes_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_priscila_yamagami_kahler_mogi_das_cruzes_2024.html
EMERSON AMORIM CASSIANO DOS SANTOS	EMERSON AMORIM CASSIANO DOS SANTOS	EMERSON DENTINHO	PODE	POÁ	2024	1323	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_emerson_amorim_cassiano_dos_santos_poa_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_emerson_amorim_cassiano_dos_santos_poa_2024.html
LUCAS ALVES FERRARI	LUCAS ALVES FERRARI	LUCAS FERRARI	PL	POÁ	2024	2050	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_lucas_alves_ferrari_poa_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_lucas_alves_ferrari_poa_2024.html
RAPHAEL BERNARDES GROTHE	RAPHAEL BERNARDES GROTHE	DR. RAPHAEL GROTHE	AVANTE	POÁ	2024	840	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_raphael_bernardes_grothe_poa_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_raphael_bernardes_grothe_poa_2024.html
ROGERIO RODRIGUES MATHIAS	ROGERIO RODRIGUES MATHIAS	PROF. ROGÉRIO MATHIAS	PP	POÁ	2024	927	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_rogerio_rodrigues_mathias_poa_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_rogerio_rodrigues_mathias_poa_2024.html
SAULO TEIXEIRA ALBERTO DA COSTA	SAULO TEIXEIRA ALBERTO DA COSTA	DR. SAULO DENTISTA	UNIÃO	POÁ	2024	877	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_saulo_teixeira_alberto_da_costa_poa_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_saulo_teixeira_alberto_da_costa_poa_2024.html
DEBORA APARECIDA RODRIGUES BORGES	DEBORA APARECIDA RODRIGUES BORGES	DEBORA BORGES	PODE	SALESÓPOLIS	2024	344	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_debora_aparecida_rodrigues_borges_salesopolis_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_debora_aparecida_rodrigues_borges_salesopolis_2024.html
FABRICIO DOS SANTOS NUNES PAIVA	FABRICIO DOS SANTOS NUNES PAIVA	FABRÍCIO PAIVA	PODE	SALESÓPOLIS	2024	344	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_fabricio_dos_santos_nunes_paiva_salesopolis_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_fabricio_dos_santos_nunes_paiva_salesopolis_2024.html
PAULO CEZAR MONTEIRO	PAULO CEZAR MONTEIRO	MINEIRO DO RESTAURANTE	PSD	SALESÓPOLIS	2024	241	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_paulo_cezar_monteiro_salesopolis_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_paulo_cezar_monteiro_salesopolis_2024.html
BRUNA RAFAELA MENDES	BRUNA RAFAELA MENDES	BRUNA PATI	UNIÃO	SANTA ISABEL	2024	1222	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_bruna_rafaela_mendes_santa_isabel_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_bruna_rafaela_mendes_santa_isabel_2024.html
MARCIO PEREIRA PINHO	MARCIO PEREIRA PINHO	MARCIO PINHO	PSD	SANTA ISABEL	2024	25	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_marcio_pereira_pinho_santa_isabel_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_marcio_pereira_pinho_santa_isabel_2024.html
MARCOS FELIPE DE OLIVEIRA BARBOSA	MARCOS FELIPE DE OLIVEIRA BARBOSA	CANNOR	UNIÃO	SANTA ISABEL	2024	553	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_marcos_felipe_de_oliveira_barbosa_santa_isabel_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_marcos_felipe_de_oliveira_barbosa_santa_isabel_2024.html
MARIA TELMA ALMEIDA FERREIRA PEREIRA	MARIA TELMA ALMEIDA FERREIRA PEREIRA	MARIA TELMA	UNIÃO	SANTA ISABEL	2024	484	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_maria_telma_almeida_ferreira_pereira_santa_isabel_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_maria_telma_almeida_ferreira_pereira_santa_isabel_2024.html
REGIANE DE CASTRO	REGIANE DE CASTRO	REGIANE PROTETORA	PODE	SANTA ISABEL	2024	516	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_regiane_de_castro_santa_isabel_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_regiane_de_castro_santa_isabel_2024.html
ADILSON DOS SANTOS JUNIOR	ADILSON DOS SANTOS JUNIOR	ADILSON JUNIOR	PP	SANTOS	2024	4286	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_adilson_dos_santos_junior_santos_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_adilson_dos_santos_junior_santos_2024.html
CLAUDIA REGINA ALONSO ELIAS PERES	CLAUDIA REGINA ALONSO ELIAS PERES	CLAUDIA ALONSO	PODE	SANTOS	2024	1014	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_claudia_regina_alonso_elias_peres_santos_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_claudia_regina_alonso_elias_peres_santos_2024.html
DÉBORA ALVES CAMILO	DÉBORA ALVES CAMILO	DÉBORA CAMILO	PSOL	SANTOS	2024	14514	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_debora_alves_camilo_santos_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_debora_alves_camilo_santos_2024.html
RENATA COSTA BRAVO OLIVEIRA	RENATA COSTA BRAVO OLIVEIRA	RENATA BRAVO	PSD	SANTOS	2024	5722	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_renata_costa_bravo_oliveira_santos_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_renata_costa_bravo_oliveira_santos_2024.html
ANDRÉ DIAS DOURADO	ANDRÉ DIAS DOURADO	ANDRÉ DOURADO	PT	SUZANO	2024	1069	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_andre_dias_dourado_suzano_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_andre_dias_dourado_suzano_2024.html
ARTUR YUKIO TAKAYAMA	ARTUR YUKIO TAKAYAMA	ARTUR TAKAYAMA	PL	SUZANO	2024	3133	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_artur_yukio_takayama_suzano_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_artur_yukio_takayama_suzano_2024.html
MARCIO ALEXANDRE DE SOUZA	MARCIO ALEXANDRE DE SOUZA	MARCIO MALT	PL	SUZANO	2024	2074	auto_exato_ou_quase	0.9867	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_marcio_alexandre_de_souza_suzano_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_marcio_alexandre_de_souza_suzano_2024.html
ROGERIO APARECIDO CASTILHO	ROGERIO APARECIDO CASTILHO	ROGERIO CASTILHO	PSB	SUZANO	2024	2923	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_rogerio_aparecido_castilho_suzano_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_rogerio_aparecido_castilho_suzano_2024.html
AMELIA NAOMI OMURA	AMELIA NAOMI OMURA	AMELIA NAOMI	PT	SÃO JOSÉ DOS CAMPOS	2024	13696	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_amelia_naomi_omura_sao_jose_dos_campos_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_amelia_naomi_omura_sao_jose_dos_campos_2024.html
CARLOS AUGUSTO ABRANCHES	CARLOS AUGUSTO ABRANCHES	CARLOS ABRANCHES	CIDADANIA	SÃO JOSÉ DOS CAMPOS	2024	7934	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_carlos_augusto_abranches_sao_jose_dos_campos_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_carlos_augusto_abranches_sao_jose_dos_campos_2024.html
FERNANDO LUIZ ISOPPO PETITI	FERNANDO LUIZ ISOPPO PETITI	FERNANDO PETITI	PSDB	SÃO JOSÉ DOS CAMPOS	2024	11618	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_fernando_luiz_isoppo_petiti_sao_jose_dos_campos_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_fernando_luiz_isoppo_petiti_sao_jose_dos_campos_2024.html
JULIANA FRAGA E SILVA DE SOUZA	JULIANA FRAGA E SILVA DE SOUZA	JULIANA FRAGA	PT	SÃO JOSÉ DOS CAMPOS	2024	7214	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_juliana_fraga_e_silva_de_souza_sao_jose_dos_campos_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_juliana_fraga_e_silva_de_souza_sao_jose_dos_campos_2024.html
ROBERTO DE ASSIS CHAGAS	ROBERTO DE ASSIS CHAGAS	ROBERTO CHAGAS	PL	SÃO JOSÉ DOS CAMPOS	2024	13482	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_roberto_de_assis_chagas_sao_jose_dos_campos_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_roberto_de_assis_chagas_sao_jose_dos_campos_2024.html
SIDNEY SIQUEIRA CAMPOS FERNANDES RODRIGUES	SIDNEY SIQUEIRA CAMPOS FERNANDES RODRIGUES	SIDNEY CAMPOS	PSDB	SÃO JOSÉ DOS CAMPOS	2024	5640	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_sidney_siqueira_campos_fernandes_rodrigues_sao_jose_dos_campos_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_sidney_siqueira_campos_fernandes_rodrigues_sao_jose_dos_campos_2024.html
THOMAZ HENRIQUE BARBOSA DA SILVA	THOMAZ HENRIQUE BARBOSA DA SILVA	THOMAZ HENRIQUE	PL	SÃO JOSÉ DOS CAMPOS	2024	12860	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_thomaz_henrique_barbosa_da_silva_sao_jose_dos_campos_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_thomaz_henrique_barbosa_da_silva_sao_jose_dos_campos_2024.html
AMANDA MARQUES PASCHOAL	AMANDA MARQUES PASCHOAL	AMANDA PASCHOAL	PSOL	SÃO PAULO	2024	136392	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_amanda_marques_paschoal_sao_paulo_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_amanda_marques_paschoal_sao_paulo_2024.html
AMANDA VETTORAZZO CARNEIRO	AMANDA VETTORAZZO CARNEIRO	AMANDA VETTORAZZO	UNIÃO	SÃO PAULO	2024	12214	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_amanda_vettorazzo_carneiro_sao_paulo_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_amanda_vettorazzo_carneiro_sao_paulo_2024.html
ANA CAROLINA CUNHA DE OLIVEIRA FRANCOMANO	ANA CAROLINA CUNHA DE OLIVEIRA FRANCOMANO	ANA CAROLINA OLIVEIRA	PODE	SÃO PAULO	2024	186622	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_ana_carolina_cunha_de_oliveira_francomano_sao_paulo_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_ana_carolina_cunha_de_oliveira_francomano_sao_paulo_2024.html
CRISTINA PEREIRA MONTEIRO	CRISTINA PEREIRA MONTEIRO	CRIS MONTEIRO	NOVO	SÃO PAULO	2024	82860	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_cristina_pereira_monteiro_sao_paulo_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_cristina_pereira_monteiro_sao_paulo_2024.html
JANAINA CONCEIÇÃO PASCHOAL	JANAINA CONCEIÇÃO PASCHOAL	JANAINA PASCHOAL	PP	SÃO PAULO	2024	48124	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_janaina_conceicao_paschoal_sao_paulo_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_janaina_conceicao_paschoal_sao_paulo_2024.html
LUCAS PAVANATO DE OLIVEIRA	LUCAS PAVANATO DE OLIVEIRA	LUCAS PAVANATO	PL	SÃO PAULO	2024	272028	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_lucas_pavanato_de_oliveira_sao_paulo_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_lucas_pavanato_de_oliveira_sao_paulo_2024.html
MARINA AMADEU BATISTA BRAGANTE	MARINA AMADEU BATISTA BRAGANTE	MARINA BRAGANTE	REDE	SÃO PAULO	2024	46772	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_marina_amadeu_batista_bragante_sao_paulo_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_marina_amadeu_batista_bragante_sao_paulo_2024.html
ZOE MARIA FERNANDEZ MARTINEZ	ZOE MARIA FERNANDEZ MARTINEZ	ZOE MARTINEZ	PL	SÃO PAULO	2024	50584	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_zoe_maria_fernandez_martinez_sao_paulo_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_zoe_maria_fernandez_martinez_sao_paulo_2024.html
DANIEL SIMÕES DA COSTA	DANIEL SIMÕES DA COSTA	DANIEL SIMÕES	PP	SÃO SEBASTIÃO	2024	878	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_daniel_simoes_da_costa_sao_sebastiao_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_daniel_simoes_da_costa_sao_sebastiao_2024.html
GLAUBER JOSE FERRAZ CORREA	GLAUBER JOSE FERRAZ CORREA	PROFESSOR GLAUBER	PODE	SÃO SEBASTIÃO	2024	895	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_glauber_jose_ferraz_correa_sao_sebastiao_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_glauber_jose_ferraz_correa_sao_sebastiao_2024.html
HENRIANA PESSUTO CANDIDO LACERDA	HENRIANA PESSUTO CANDIDO LACERDA	HENRIANA LACERDA	REPUBLICANOS	SÃO SEBASTIÃO	2024	1219	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_henriana_pessuto_candido_lacerda_sao_sebastiao_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_henriana_pessuto_candido_lacerda_sao_sebastiao_2024.html
JOÃO PAULO TEIXEIRA	JOÃO PAULO TEIXEIRA	JOÃO PAULO TEIXEIRA	PP	SÃO SEBASTIÃO	2024	1037	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_joao_paulo_teixeira_sao_sebastiao_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_joao_paulo_teixeira_sao_sebastiao_2024.html
ARIEL PEREIRA KATZ	ARIEL PEREIRA KATZ	ARIEL KATZ	PDT	TAUBATÉ	2024	3830	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_ariel_pereira_katz_taubate_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_ariel_pereira_katz_taubate_2024.html
DIEGO FONSECA NASCIMENTO	DIEGO FONSECA NASCIMENTO	DIEGO FONSECA	PL	TAUBATÉ	2024	8844	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_diego_fonseca_nascimento_taubate_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_diego_fonseca_nascimento_taubate_2024.html
ELISA DE OLIVEIRA COELHO MANOEL	ELISA DE OLIVEIRA COELHO MANOEL	PROFESSORA ELISA	NOVO	TAUBATÉ	2024	110	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_elisa_de_oliveira_coelho_manoel_taubate_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_elisa_de_oliveira_coelho_manoel_taubate_2024.html
ISAAC JARBAS MASCARENHAS DO CARMO	ISAAC JARBAS MASCARENHAS DO CARMO	ISAAC DO CARMO	PT	TAUBATÉ	2024	2256	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_isaac_jarbas_mascarenhas_do_carmo_taubate_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_isaac_jarbas_mascarenhas_do_carmo_taubate_2024.html
NICOLA DI ANGELIS NETO	NICOLA DI ANGELIS NETO	NICOLA NETO	NOVO	TAUBATÉ	2024	1486	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_nicola_di_angelis_neto_taubate_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_nicola_di_angelis_neto_taubate_2024.html
RICHARDSON RAMOS DE SOUSA	RICHARDSON RAMOS DE SOUSA	RICHARDSON DA PADARIA	UNIÃO	TAUBATÉ	2024	2456	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_richardson_ramos_de_sousa_taubate_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_richardson_ramos_de_sousa_taubate_2024.html
TALITA DE LIMA BARBOSA	TALITA DE LIMA BARBOSA	TALITA CADEIRANTE	PSB	TAUBATÉ	2024	8052	auto_exato_ou_quase	1.0	/Users/geovaniomonteiro/Projetos/Quadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_talita_de_lima_barbosa_taubate_2024.html	https://quadrifysa.github.io/mapasquadrify/mapas-gerados/vereadores_malu_mogi/vereadores_malu_mogi_talita_de_lima_barbosa_taubate_2024.html
